Cited,Citing
04005002,08083993
04005002,08092668
04005002,08148164
04005002,08206565
04005002,08293538
04005002,08298828
04005002,08404100
04005002,08507289
04005002,08586373
04005002,08647489
04005002,08663442
04005002,08859293
04005002,09410915
04005002,09410917
04005002,10067082
04005010,08691093
04013038,06827901
04013038,06943029
04013038,07270785
04013038,07378055
04013038,07400983
04013038,07404927
04013038,07468161
04013038,07470541
04013038,07937228
04013038,07960178
04013038,08216512
04013038,08257968
04013038,08298815
04013038,08386195
04013038,08394635
04013038,08529836
04013038,08663991
04013038,08673642
04013038,08784735
04013038,08788217
04013038,08969086
04013038,09229016
04013038,09528918
04013038,09778273
04013038,10156580
04013368,07144496
04013418,07998410
04014650,06575017
04014650,07117721
04016250,07029855
04017192,06826422
04017192,07730788
04017192,09442065
04017192,09459202
04017261,06844149
04017261,09970933
04021117,06657713
04021117,06744245
04021117,07435384
04021308,06417011
04021368,07022514
04021368,07473550
04021368,07604807
04022521,06551554
04022521,07731901
04022521,07850916
04022521,08158434
04022521,08241572
04022521,09084995
04022521,09696252
04025393,06555360
04025393,07901937
04026671,07857761
04028933,07329039
04028933,07521023
04028933,07686500
04028933,07687026
04028933,07981368
04028933,08263005
04033722,07807378
04034756,08277830
04034756,08298578
04034884,06513673
04034884,07952704
04034884,08449844
04034884,08802034
04034884,08802038
04034884,08813954
04034884,09056317
04034884,09389153
04034884,09468925
04034884,09687843
04035238,08268579
04035238,08268580
04035238,08420347
04035238,08524468
04035238,08546103
04035238,08765395
04035238,08846336
04039934,08114027
04039934,08334134
04039934,08420385
04039934,08979784
04039934,09011358
04039934,09170177
04039934,09173779
04039934,09274029
04039934,09279747
04039934,09428788
04039934,09504452
04039934,10092275
04039934,10094744
04039934,10094745
04040747,06646264
04040747,07600642
04040747,07941969
04040747,08312672
04040747,08959833
04040784,06352716
04041146,07064197
04041146,08507259
04041995,06407858
04041995,06428752
04041995,06638770
04041995,06722395
04041995,07095032
04042329,06818180
04042329,07795038
04042330,06352716
04042330,06361791
04042335,06541266
04042335,06544475
04042335,06562625
04042335,06703247
04042335,06767714
04042335,06818455
04042335,06821483
04042335,06887426
04042335,06983177
04042335,07045342
04042335,07449146
04042335,08507259
04042335,09739773
04042335,09927443
04043292,06544798
04043292,06582962
04043292,06783733
04043292,06855559
04043292,07067325
04043292,07217392
04043292,07270785
04043292,07378055
04043292,07396508
04043292,07404927
04043292,07410753
04043292,07468161
04043292,07615371
04043292,07754155
04043292,07838283
04043292,08034610
04043292,08058010
04043292,08178350
04043292,08663991
04043292,09528918
04043344,06878757
04043344,08795332
04043344,08821540
04043344,08852232
04043344,09107899
04043344,09248580
04046514,08361810
04046514,08709354
04046514,09023660
04046633,06677430
04046633,06680367
04046633,06815423
04046633,06821952
04046633,07041642
04047533,06878757
04048064,07875182
04048064,08211310
04048064,09604196
04048416,06670199
04048416,07208299
04049546,07361273
04050898,06541266
04050898,06562625
04050898,06602702
04050898,06649403
04050898,06680206
04050898,06713298
04050898,06818180
04050898,06821483
04050898,06887426
04050898,06908770
04050898,07022517
04050898,07132247
04050898,07316899
04050898,07491552
04050898,08101431
04050898,08105849
04050898,08257967
04054646,07354733
04054646,07435384
04054646,08053245
04054646,09459212
04054646,10132794
04056324,06657713
04056324,07105356
04056324,07582487
04056324,07723116
04056324,07736587
04056324,07811515
04056324,08021626
04056359,08871497
04056359,09488613
04056610,10015961
04059407,06818180
04059407,06861262
04059407,09739773
04061466,06413550
04061466,07184894
04061543,06448089
04061543,06638483
04062733,06342349
04062733,06649418
04062935,08664007
04062935,09081016
04062935,09575070
04064294,09700519
04065263,06780617
04065263,06964862
04065263,07056475
04065263,07390667
04065263,07407811
04065263,07452457
04065263,07488601
04065263,07494816
04065263,07556723
04065263,07569126
04065263,07597793
04065263,07604721
04065263,07604983
04065263,07645373
04065263,07645421
04065263,07682565
04065263,07718439
04065263,07799521
04065263,07833719
04065263,07854897
04065263,07858045
04065263,07879618
04065263,07922974
04065263,07977112
04065263,08058077
04065263,08083993
04065263,08092668
04065263,08105554
04065263,08124029
04065263,08148164
04065263,08206565
04065263,08277753
04065263,08287703
04065263,08293538
04065263,08298828
04065263,08404100
04065263,08507289
04065263,08545772
04065263,08551308
04065263,08586373
04065263,08647489
04065263,08663442
04065263,08679853
04065263,08685340
04065263,08697452
04065263,08790595
04065263,08859204
04065263,08859293
04065263,08906618
04065263,09266108
04065263,09410915
04065263,09410917
04065263,09428800
04065263,09518299
04065263,09662652
04065263,09707556
04065263,09839909
04065263,10065189
04065263,10067082
04065263,10213761
04065263,10227644
04066400,06558548
04066400,08844455
04069016,07157282
04069016,07172902
04069016,09982289
04069017,06541266
04069017,06562625
04069017,06602702
04069017,06649403
04069017,06680206
04069017,06713298
04069017,06821483
04069017,06887426
04069017,06908770
04069017,07022517
04069017,07316899
04069017,07491552
04069017,07795038
04069017,08101431
04069017,08105849
04069017,08257967
04070246,06514688
04070246,06881589
04070246,08211279
04070246,08702958
04070246,08840774
04070247,07179603
04070249,07297531
04071020,06826422
04071020,09442065
04071020,09459202
04072045,07581434
04072572,08211657
04072576,06355436
04072576,06440667
04072576,06544739
04072576,06551784
04072576,06562577
04072576,06566495
04072576,06602400
04072576,06610482
04072576,06630308
04072576,06646243
04072576,06803229
04072576,06824669
04072576,07172897
04072576,07312087
04072576,07435384
04072576,07713477
04072576,08097134
04072576,09809852
04072576,09810661
04072576,09926596
04072576,09945807
04072576,10100356
04072576,10125393
04072576,10215728
04073691,09193985
04073692,09970919
04073693,06517780
04073693,07297531
04073693,08361416
04073693,09329112
04075092,07033840
04075475,07333895
04075475,07666588
04075475,07666592
04075475,07714275
04075475,07718354
04075475,07741036
04075475,07781162
04075475,08013142
04075475,08017322
04075475,08017358
04075475,08017743
04075475,08046171
04075475,08057993
04075475,08071309
04075475,08073627
04075475,08084207
04075475,08097416
04075475,08148163
04075475,08173957
04075475,08182992
04075475,08187814
04075475,08214154
04075475,08252599
04075475,08265878
04075475,08268565
04075475,08550694
04075475,08563250
04075475,08609430
04075475,08664358
04075475,08802372
04075475,08815513
04075475,08822156
04075475,08987660
04075475,09023655
04075475,09149473
04075475,09194877
04075475,09274118
04075475,09416424
04075475,09447462
04075475,09449802
04075475,09725771
04075475,09752184
04075475,09846158
04079001,07201841
04080168,06548822
04080168,10155223
04080969,06602975
04080969,06878757
04084902,07354733
04086060,07947450
04086060,08067172
04086060,08206916
04089071,09750496
04089801,06403056
04089801,06548308
04089801,06576264
04089801,06642061
04089801,06673364
04089801,06773696
04089801,06808720
04089801,06869551
04089801,06974593
04090849,07449146
04097420,07098253
04097420,08142844
04097420,08338496
04097420,08338497
04097420,08349906
04099886,06830731
04101382,06783976
04101382,07008777
04101383,06872545
04101383,06942989
04101383,07326562
04101383,08339601
04101383,09958384
04101383,10222328
04104029,06342349
04104029,06649418
04104029,09895692
04107288,06391338
04107288,06569405
04107288,06576264
04107288,06632671
04107288,06974593
04107288,07007972
04107288,07560160
04111657,06607891
04115534,06514688
04115534,07022514
04115534,07465538
04115534,07473550
04115534,07604807
04115534,08585971
04115699,06653146
04116631,06878556
04116631,06890487
04116631,07416903
04116631,08071022
04116631,08815173
04118280,06573088
04118280,07319031
04118280,07351574
04118280,07485454
04118280,07496225
04118280,07517494
04118280,07865008
04118280,07883901
04118280,08094916
04118280,08404198
04118280,08417013
04118280,08759080
04118280,08845984
04118280,09011772
04118280,09757723
04118280,09808799
04118280,09933446
04120262,07615371
04120991,06521186
04120991,07666671
04120991,09041922
04120991,09057671
04120991,09341548
04120991,09719897
04120991,10175155
04121905,07815788
04122011,06447675
04122011,06685826
04122011,06852227
04122011,07527728
04122343,07333895
04122343,07333896
04122343,07395160
04122343,07761239
04122343,08664358
04122343,09274118
04122343,09846158
04122348,07709653
04122348,08067602
04124122,10239061
04129483,06509168
04129483,07122338
04129483,07297531
04131544,07482169
04131544,07722820
04131648,06962071
04133639,06818455
04133639,07270959
04133639,07300633
04133639,07517495
04133639,08394626
04133863,08647286
04133863,10028689
04140580,07560246
04140582,06417011
04141687,07338804
04141687,07465538
04141687,07601491
04141687,07727727
04141687,08021848
04141687,09643180
04141687,09777269
04141687,10000788
04141687,10081808
04143124,07799556
04143124,08178344
04146454,07326326
04146454,08333880
04146454,09140704
04146604,07709653
04146604,08067602
04150360,06674884
04150949,08796429
04150949,09217749
04150949,09274129
04158547,09110008
04160601,07319031
04160601,07351574
04160601,07496225
04160601,07865008
04160601,08094916
04160601,08417013
04160601,08759080
04160601,09933446
04160803,06402950
04160803,07232038
04162195,06416652
04162195,07041470
04169137,08647889
04169137,09435794
04169138,06767714
04169138,06818455
04169138,07045342
04169138,09739773
04169138,09927443
04169676,06934022
04169676,06983176
04169676,07003337
04169676,07126682
04169676,07577469
04169676,08175666
04169804,06514688
04169804,06881589
04169804,07183002
04169804,07425543
04169804,07922917
04169804,08202427
04169804,08211279
04169804,08702958
04169804,08840774
04170625,09638708
04170625,10094842
04177253,06361950
04177253,06376187
04177253,06387623
04177253,06686158
04177253,08021848
04177253,08513032
04177253,08835186
04177253,09234890
04177253,09643180
04177253,10000788
04180060,06541266
04180060,06562625
04180060,06821483
04180060,06887426
04180060,07435603
04180060,08860938
04180060,09903819
04186251,07795038
04186251,09494605
04186251,09945876
04193982,08224413
04193982,08306598
04193982,08391945
04193982,08473021
04197088,07822245
04197088,07995194
04197088,08319954
04197088,08326008
04197088,08502963
04197088,08842264
04197088,09389229
04197088,09733233
04198296,06878285
04198296,07201841
04198389,07632685
04198389,07645613
04198389,07767395
04198389,09708661
04198389,09885084
04198389,10221453
04200056,06827901
04200056,06943029
04200056,07400983
04200056,07470541
04200056,07838283
04200056,07937228
04200056,07960178
04200056,08034610
04200056,08058010
04200056,08178350
04200056,08216512
04200056,08257968
04200056,08298815
04200056,08386195
04200056,08394635
04200056,08529836
04200056,08673642
04200056,08784735
04200056,08788217
04200056,08969086
04200056,09229016
04200056,09778273
04200056,10156580
04200098,07771742
04200098,08277830
04200098,08298578
04200098,08404267
04200098,08409607
04200098,08465778
04200098,08968766
04200098,09056045
04200098,09326949
04200098,09669039
04200532,06852227
04200532,07794598
04201221,08716031
04202774,07309433
04202774,07708886
04203441,09162024
04204542,08795332
04204542,08821540
04204542,08852232
04204542,09248580
04204839,08685745
04209696,06867415
04210419,06920239
04210419,07133545
04210419,07177454
04210419,07190818
04210419,07272252
04210419,07359548
04210419,07428325
04210419,07558415
04210419,07783098
04210419,08676509
04211531,06376210
04211531,07192729
04212938,07795038
04213036,06674884
04216065,06416652
04219334,07156814
04219334,08329120
04219334,08383067
04219334,08796038
04219411,07901937
04219411,07951582
04219411,10240186
04219440,07195919
04219440,07422903
04219440,07732210
04219440,09784753
04220858,06761876
04220858,06872291
04220858,07408095
04221839,06555228
04221839,06613435
04222743,06791690
04222743,07198939
04222743,07300798
04222743,08143599
04222743,08546772
04222743,08698102
04222743,09068220
04222743,09365898
04225410,06376233
04225410,06576460
04225410,06660233
04225410,06682649
04225410,06699667
04225410,06758961
04225410,06837976
04225410,06858433
04225410,06875327
04225410,06890715
04225410,06896778
04225410,06979544
04225410,07045054
04225410,07067046
04225410,07144486
04225410,07153955
04225410,07172864
04225410,07201836
04225410,07208077
04225410,07220550
04225410,07244349
04225410,07250095
04225410,07264139
04225410,07270730
04225410,07283245
04225410,07300757
04225410,07314542
04225410,07314708
04225410,07359802
04225410,07387715
04225410,07390667
04225410,07407811
04225410,07419796
04225410,07435384
04225410,07452457
04225410,07459303
04225410,07468255
04225410,07470533
04225410,07488601
04225410,07494816
04225410,07556723
04225410,07569126
04225410,07597793
04225410,07604721
04225410,07632228
04225410,07645373
04225410,07645421
04225410,07704726
04225410,07718388
04225410,07718439
04225410,07731835
04225410,07732127
04225410,07790472
04225410,07824529
04225410,07846389
04225410,07860545
04225410,07879618
04225410,07909984
04225410,07927882
04225410,07947486
04225410,07966132
04225410,07977112
04225410,07998325
04225410,08025780
04225410,08041515
04225410,08058077
04225410,08060174
04225410,08062491
04225410,08083928
04225410,08083993
04225410,08092668
04225410,08114270
04225410,08114589
04225410,08118992
04225410,08123929
04225410,08142629
04225410,08148164
04225410,08155723
04225410,08206565
04225410,08273304
04225410,08287703
04225410,08293538
04225410,08298828
04225410,08313940
04225410,08349157
04225410,08389212
04225410,08394330
04225410,08398443
04225410,08404100
04225410,08425743
04225410,08449825
04225410,08470162
04225410,08475646
04225410,08480866
04225410,08480867
04225410,08480878
04225410,08507289
04225410,08527025
04225410,08551308
04225410,08586373
04225410,08647489
04225410,08663442
04225410,08679853
04225410,08701282
04225410,08728297
04225410,08741124
04225410,08759017
04225410,08840552
04225410,08859293
04225410,08980074
04225410,09005527
04225410,09046479
04225410,09081001
04225410,09170265
04225410,09360446
04225410,09410913
04225410,09410915
04225410,09410917
04225410,09439589
04225410,09612234
04225410,09625465
04225410,09788766
04225410,09931067
04225410,10012636
04225410,10018581
04225410,10022078
04225410,10039480
04225410,10067082
04225410,10184931
04225410,10190150
04225410,10215748
04225574,07824876
04226935,07276286
04226935,07494714
04228237,06399397
04228237,06406841
04228237,06458533
04228237,06537829
04228237,06787325
04228237,07064197
04228237,07105311
04228237,07125517
04228237,07262019
04228237,07335401
04228237,07413852
04228237,07604956
04228237,07659063
04228237,07678379
04228237,08034631
04228237,08034632
04228237,08093066
04228237,08399209
04228237,08628933
04228237,08815528
04229184,08287610
04229184,08388706
04229184,08624072
04229426,08404100
04229426,08647489
04229426,09410917
04229426,10067082
04229537,06773599
04229537,06855508
04229537,07541160
04229537,08501939
04229537,09139659
04229537,09315583
04229537,09448243
04229537,09945858
04229537,10151754
04230031,06780377
04230031,06881580
04230031,07293473
04230031,07884301
04230537,07390667
04230537,07407811
04230537,07452457
04230537,07488601
04230537,07494816
04230537,07556723
04230537,07569126
04230537,07597793
04230537,07604721
04230537,07645373
04230537,07645421
04230537,07718439
04230537,07927882
04230537,07977112
04230537,08058077
04230537,08083993
04230537,08092668
04230537,08148164
04230537,08206565
04230537,08293538
04230537,08298828
04230537,08404100
04230537,08507289
04230537,08586373
04230537,08647489
04230537,08663442
04230537,08859293
04230537,09410915
04230537,09410917
04230537,10067082
04230797,06380377
04230797,06596490
04230797,06635452
04230797,06696255
04230797,07064197
04230797,07132519
04230797,08097405
04230797,08119358
04230797,08409816
04230797,08486623
04230797,08697350
04230797,09034585
04230797,09217747
04230797,09739773
04230797,09810697
04231989,07517494
04231999,06635452
04231999,07132519
04231999,08486623
04234681,07064197
04234681,08486625
04234681,09279148
04234681,09441267
04234681,10000792
04234682,07338777
04234682,09902952
04235707,07745208
04235871,06352716
04235871,06576264
04235871,06974593
04235871,07223571
04235871,07579173
04235871,08202845
04235871,08541190
04235871,08841436
04235871,08946180
04235871,09090659
04235871,09345782
04235871,09366667
04235871,09458237
04235871,09796783
04235871,09890197
04235871,10005842
04235871,10100119
04235871,10136820
04235964,06509168
04235964,07122338
04235964,08921068
04238757,06355436
04238757,06440667
04238757,06544739
04238757,06551784
04238757,06562577
04238757,06566495
04238757,06610482
04238757,06630308
04238757,06646243
04238757,06653151
04238757,06713309
04238757,06803229
04238757,06846635
04238757,06887701
04238757,07151301
04238757,07179638
04238757,07182914
04238757,07235389
04238757,07659149
04238757,07781167
04238757,07824530
04238757,07839134
04238757,07859029
04238757,07863140
04238757,07908088
04238757,07935989
04238757,07943970
04238757,08017382
04238757,08021038
04238757,08035175
04238757,08038943
04238757,08052931
04238757,08198658
04238757,08293591
04238757,08357957
04238757,08366905
04238757,08409867
04238757,08426232
04238757,08536661
04238757,08546168
04238757,08628650
04238757,08632969
04238757,08735077
04238757,08940548
04238757,09029132
04238757,09068935
04238757,09103773
04238757,09409769
04238757,09417208
04238757,09726631
04238757,09810661
04238757,09958441
04238757,10215728
04239853,07297531
04239853,09573128
04239853,09829499
04241044,06645725
04241044,09696319
04241044,09714938
04241044,09719984
04241176,07364921
04242096,06630309
04242096,07053533
04242096,07135295
04242096,07138238
04242096,07148017
04242096,07232545
04242096,07329536
04242096,07691583
04242096,07886577
04242096,07939273
04242096,08088596
04242096,08375768
04242096,09366672
04242096,10161934
04243318,06710879
04243318,06731100
04243318,06919960
04243318,07068365
04243318,07572640
04243318,08081312
04243318,08125643
04243318,08363221
04243318,08432550
04243318,08450069
04243318,09068991
04243318,09494598
04245041,06589779
04245041,06602702
04245041,06649403
04245041,06713298
04245041,06908770
04245041,07022517
04245041,07316899
04245041,07491552
04245041,07651868
04245041,08101431
04245041,08105849
04245041,08257967
04245041,09198890
04245041,09696276
04245041,09957563
04245043,06509168
04245043,07122338
04245358,08021421
04246101,07391333
04246101,09527010
04246339,06338802
04246339,06419827
04246339,06451261
04246339,06486401
04246339,06506343
04246339,06558631
04246339,06783732
04246339,06906292
04246339,07019267
04246339,07033840
04246339,07582484
04246339,07795038
04246339,08475735
04246339,09347938
04246339,09739743
04246339,09739773
04246339,09823240
04246340,06599711
04246340,06911319
04246340,06927851
04246340,07108996
04246340,07118878
04247406,06514688
04247406,07044957
04247406,07229417
04247406,07625397
04247406,07732220
04247406,07785902
04247406,08277391
04247406,08865068
04247815,06744038
04247815,06778724
04247815,06784420
04247815,06815664
04247815,06833542
04247815,07068874
04248498,07327515
04248498,09180593
04248498,09676095
04248498,09776322
04254083,06488827
04254083,06541266
04254083,06562625
04254083,06571651
04254083,06821483
04254083,06887426
04254083,06908593
04254083,07131342
04254083,07431814
04254083,07604722
04254083,08652831
04254083,08828203
04254083,09261476
04254222,06541216
04254222,07144709
04254222,07435558
04254222,08500990
04254222,09234887
04254222,09702848
04256573,06616845
04256832,08940498
04256832,09494577
04256832,10118177
04257771,07256049
04257862,06541266
04257862,06562625
04257862,06821483
04257862,06887426
04259964,07195878
04259964,09448145
04260392,08426213
04263508,07723116
04263508,08154273
04265747,08785808
04265747,08796581
04271139,06977141
04271139,07957911
04272379,07332077
04272398,06511749
04272398,07931896
04272398,07989173
04272398,09011853
04272398,09134321
04272482,06541266
04272482,06562625
04272482,06821483
04272482,06887426
04273443,08134704
04273443,08243272
04274832,06541266
04274832,06562625
04274832,06818455
04274832,06821483
04274832,06887426
04277249,06348323
04277249,06627226
04277249,09927331
04277343,06416652
04277561,06541266
04277561,06562625
04277561,06821483
04277561,06887426
04277561,07238483
04277561,08741593
04278437,07276383
04278437,07691332
04278437,07795036
04278437,07824922
04278437,07927549
04278437,08206662
04278437,08211710
04279724,06800184
04282287,06416714
04282287,06416960
04282287,06444254
04282287,06458547
04282287,06558902
04282287,06596257
04282287,06649356
04282287,06649357
04282287,06849462
04282287,06864101
04282287,06943034
04282287,07108993
04282287,07163712
04282287,07192729
04282287,07691330
04282287,07919138
04282287,08895255
04282287,09657327
04282287,09677109
04282287,09841422
04282317,07910361
04282317,08518637
04283262,06485690
04283262,07238268
04283262,08268633
04283262,10190115
04283383,06541266
04283383,06562625
04283383,06821483
04283383,06887426
04284444,07179849
04284444,09938331
04286876,07053783
04286876,07430046
04286876,07738099
04286876,08218144
04286876,08628976
04290300,06709871
04291122,06436659
04291122,06458554
04291122,06623955
04291122,07964368
04291122,08043845
04291122,08071362
04291122,08173388
04291122,08173389
04291122,08173438
04291122,08283133
04291122,08802392
04291122,08840837
04291122,08969029
04291122,08980622
04291122,09279141
04291122,09322046
04291122,09540677
04291122,09675722
04291122,09701996
04291122,09717812
04291122,10047334
04293221,06770893
04293221,06906792
04293221,06991738
04293221,07260253
04293221,07542597
04293221,07569789
04293221,07630063
04293221,07787112
04293221,07911617
04293221,07933010
04293221,08062895
04293221,08090183
04293221,08143600
04293221,08254023
04293221,08368035
04293221,08634077
04293221,09013692
04294931,08338187
04294931,08765486
04294931,09194774
04294931,10227556
04297104,07247497
04297104,07537936
04297337,06361950
04297337,06368800
04297337,06376187
04297337,06387623
04297337,06686158
04297337,06787307
04297337,07018849
04297337,07078224
04297337,07183002
04297337,07358099
04297337,07524630
04297337,07922917
04297337,08129118
04297337,08202427
04298002,06465001
04298002,06602975
04298002,06632446
04298002,07153519
04298500,06787307
04298500,07078224
04298500,07695973
04298500,08551332
04298685,06340598
04298685,06489148
04298685,06534323
04298685,06656744
04298685,07022515
04298685,07105311
04298685,07125517
04298685,07262019
04298685,07713528
04302536,09739773
04303410,08211279
04303410,08702958
04303410,08840774
04303752,06391551
04303752,06927039
04303752,07943314
04303752,08609330
04303752,09284593
04303752,09382570
04304257,07790040
04304257,08454906
04304257,08841116
04304257,09644623
04304257,09651039
04304257,09895692
04304865,06338802
04304865,06391241
04304865,06419827
04304865,06451261
04304865,06506343
04304865,06783732
04304865,06906292
04304865,07019267
04304865,07192525
04304865,07311880
04304865,07405083
04304869,06623955
04304869,07824922
04304869,08043845
04304869,08071362
04304869,08173388
04304869,08173389
04304869,08283133
04304869,08980622
04304869,09675722
04304869,09701996
04306570,08366636
04306570,08485987
04306570,08656929
04306570,08864680
04306570,08926527
04306570,08992440
04306570,09072502
04306570,09345458
04306570,09421002
04306570,09456809
04306570,09492130
04306570,09510910
04306570,09566045
04306570,09872672
04306570,10078093
04306570,10166011
04306570,10172594
04308254,06689715
04308254,07648761
04309112,06768549
04309112,07585466
04309488,08383033
04309488,08951465
04309488,09750496
04312944,07064197
04314968,06752961
04314970,06653122
04314970,06656428
04318980,06355491
04318980,06489309
04318980,06716642
04318980,06806050
04318980,06858439
04318980,06949524
04318980,07064197
04318980,07381797
04318980,07407770
04318980,07723029
04318980,07741059
04318980,07968305
04318980,08007995
04318980,08409817
04318980,08771966
04318980,08986691
04318980,09068230
04318980,09146221
04318980,09575070
04318980,09617600
04318980,09869678
04318980,10240207
04318994,06458553
04318994,06632656
04318994,07169353
04318994,07485454
04318994,07517494
04318994,07935522
04318994,08030057
04318994,08030062
04318994,08202492
04318994,08222049
04318994,08409527
04318994,08475737
04318994,08567425
04318994,08580569
04318994,08591829
04318994,08765062
04318994,08802445
04318994,08915259
04318994,08932523
04318994,09075047
04318994,09075051
04318994,09116124
04318994,09234888
04318994,09255866
04318994,09555408
04318994,09588027
04318994,09592505
04318994,09643182
04318994,09682376
04318994,09731291
04318994,09757723
04318994,09827563
04318994,09827564
04318994,09849455
04318994,09861980
04318994,09878324
04318994,09981266
04318994,10159978
04319882,06773675
04322296,07309433
04322296,07708886
04322311,06416960
04322311,06458547
04322311,06596257
04322311,06649356
04322311,06649357
04322311,07112620
04323537,06551557
04323537,06589791
04323537,07400983
04323537,07736591
04323537,07937228
04323537,07960178
04323537,08216512
04323537,08257968
04323537,08298815
04323537,08386195
04323537,08394635
04323537,08529836
04323537,08673642
04323537,08784735
04323537,08788217
04323537,08969086
04323537,09229016
04323537,09778273
04323537,10156580
04323537,10241027
04324683,06416960
04324683,06458547
04324683,06558698
04324683,06596257
04324683,06649356
04324683,06649357
04324858,06406876
04324858,06413394
04324858,06750033
04324858,08187832
04324859,06417011
04326934,06403333
04326934,06403367
04326934,06824740
04326934,06858439
04326934,06887362
04326934,06989086
04326934,07014747
04326934,07172896
04326934,07294249
04326934,07857957
04326934,08986945
04327073,06410229
04327073,06440667
04327073,06544739
04327073,06548257
04327073,06551784
04327073,06566495
04327073,06610482
04327073,06630308
04327073,06646243
04327073,06849462
04327073,06864101
04327073,06878539
04327073,06927032
04327073,06943034
04327073,07691330
04327073,07811751
04327073,07888494
04327073,08236493
04327073,08568973
04327073,09335328
04329151,07335401
04329316,07125437
04329332,06416960
04329332,06458547
04329332,06465001
04329332,06576264
04329332,06596257
04329332,06632446
04329332,06649356
04329332,06649357
04329332,06974593
04329332,07153519
04331654,06403056
04331654,06576264
04331654,06773696
04331654,06808720
04331654,06974593
04331654,08858432
04332783,06818455
04333734,06406857
04333734,06475738
04333734,06482595
04333734,06503718
04333734,07592181
04333734,07776524
04333734,07981607
04333734,08409829
04333734,09109256
04333734,09448145
04333734,09766243
04333734,09777314
04334018,06566085
04335017,06562573
04335017,07479222
04335017,07479223
04335017,07824548
04335017,08137561
04335017,08158196
04335017,08435406
04335017,09295928
04335094,07183002
04335094,07922917
04335094,08202427
04338024,06920239
04338024,06947586
04338024,07133545
04338024,07177454
04338024,07190818
04338024,07236623
04338024,07272252
04338024,07359548
04338024,07428325
04338024,07558415
04338024,07731901
04338024,07783098
04338024,07850916
04338024,08137624
04338024,08158434
04338024,08241572
04338024,08447417
04338024,08676509
04338024,09084995
04338024,09696252
04338395,06391551
04339241,08557605
04340390,06407858
04340390,06428752
04340390,06638770
04340390,06722395
04340390,06849462
04340390,06864101
04340390,06943034
04340390,07095032
04340390,07517494
04340390,07691330
04340390,09696328
04340458,06484046
04340458,06749740
04340458,06881551
04340458,06942518
04340458,07462264
04340458,07909984
04340458,08083928
04340458,08114270
04340458,08118992
04340458,08123920
04340458,08123929
04340458,08136220
04340458,08155723
04340458,08224413
04340458,08287717
04340458,08306598
04340458,08391945
04340458,08414749
04340458,08414750
04340458,08425743
04340458,08473021
04340458,08527025
04340458,08701282
04340458,08728297
04340458,08741590
04340458,08840552
04340458,08871079
04340458,09439589
04340458,09784706
04340458,09931067
04340458,10039480
04341471,07723116
04341755,08012694
04342566,07541151
04342566,08173793
04342566,08470965
04342566,09365622
04342566,10240207
04342739,06352716
04342739,06866838
04342739,07001589
04342739,07507588
04342739,07781227
04343705,07384549
04343705,07510654
04343705,07682511
04343705,07967987
04343705,08157999
